id pc1 pc2 pc3 pc4 pc5 pc6 pc7
1856 0.00628943 0.0268734 0.0442812 0.00923605 0.0290269 0.0242079 0.00867693
1857 -0.00659432 0.0281335 0.0303306 0.0153274 0.0356509 0.0186932 4.05951e-5
1858 0.033128 0.024215 0.0113602 -0.0019864 -0.0248622 0.00483989 0.031677
1859 7.84874e-4 0.00765458 -0.0216909 -0.047601 0.018777 -0.019712 -0.0176532
1861 -0.00923161 0.00983397 0.0126734 -0.0255741 0.0049163 0.0193891 -3.55464e-4
1862 -0.0221277 -0.0115346 -0.00740432 -0.0136314 -0.043255300000000003 0.0158928 0.0242265
1864 -0.0199795 0.00475858 0.0695577 -0.00933126 -0.0098037 0.0213149 0.00570783
1865 -0.0162306 -0.0287884 0.0191048 0.0194037 -0.0194773 0.0307006 0.0209675
1866 -0.00465868 0.017066 -0.0140169 -0.0395668 -0.0344291 -0.0319382 0.00287933
1867 0.0280787 0.0227766 -0.00475065 -0.00540459 -0.00876061 -0.00220055 0.0384398
1868 -0.048821 0.0355596 0.0111031 0.0579487 -0.00537402 0.0275913 0.00680489
1869 -0.0107755 -0.0510606 0.0251208 0.00260798 -5.31219e-4 0.046511 -0.0190773
1870 -0.019634 -0.0269804 0.0197778 0.0131277 -0.0160023 0.0364427 -0.0258886
1871 0.0227159 -0.0144125 -0.0289441 -0.0362203 -0.0194222 0.0406254 -0.0068732
1872 0.0115065 -0.00814815 -0.00380587 0.0363623 0.023064 -0.00623809 0.0296701
1873 -0.00334672 0.0212431 -0.0181589 -0.00697194 0.0198623 0.0177668 0.0286218
1874 -0.0449702 0.00739105 0.0404307 -0.017452 -0.00889553 9.79545e-4 -0.00641262
1876 -0.0282575 -0.0377624 -0.022013 -0.00588432 0.0084265 -0.0329249 -0.00900421
1877 0.0412069 -0.00892108 -0.0400648 -0.0129357 -0.0654966 0.0230428 -0.0265901
1878 0.0469257 5.20869e-5 0.0238467 -0.0261031 -0.0543835 0.0303407 -0.00680327
1879 1.05084e-4 1.072e-7 -0.00887438 0.0127046 0.0251287 0.00225674 -0.0151233
1881 0.0152953 0.0395189 -0.0123542 -0.0170998 0.0641157 0.0107791 -0.0339235
1882 0.0316709 0.00225012 0.028416 -0.00946967 0.0103014 0.0193579 0.00536181
1883 0.00421034 -0.00999329 -0.0328449 -0.0355923 -0.0324427 0.0275349 -0.00553503
1884 0.00989611 -0.0246579 -0.0270904 6.85791e-4 -0.00319045 -0.0276772 -0.00556963
1885 -0.0126683 0.0355753 -0.0372087 0.0279035 -0.00153003 -0.00157118 0.018662
1886 0.0336973 0.020678 0.0067442 -0.0173366 -0.024531 2.9531e-4 0.031887
1887 0.0197596 6.42729e-4 0.0143005 -0.0407469 0.00612315 0.00580006 0.0211218
1888 -0.0222875 0.0201662 0.0176378 -0.0206815 3.24905e-4 -0.00488041 -0.0114312
1889 0.0119585 0.00255192 0.0210393 0.0107061 0.0336054 0.0164345 0.0109697
1890 0.0174197 0.023162 0.0146665 -0.00491423 0.015826 -0.0108991 -0.0304574
1891 0.00147629 0.0376652 0.0258746 -0.00340256 -0.0098031 -0.0532262 -0.00411534
1892 -0.0178761 -0.0302376 0.0347913 -0.0165615 -0.00532507 0.0348367 -0.00341017
1893 0.0417586 -0.00909024 -0.0220566 -0.0199574 -0.0483978 0.0133141 -0.0189043
1894 -0.0549247 0.0027559 -0.010659 0.0133348 0.0189371 0.021173 0.0519673
1895 0.0113707 -0.0249959 -0.0576057 0.0296974 0.00218567 -0.0269479 0.0360861
1896 0.0215044 -0.0279588 0.00733045 0.0199633 0.0412922 0.0247701 -0.0242367
1897 -0.0280623 -0.0109305 -0.024759 -0.0352532 0.0205376 -0.0517582 -0.00522515
199 0.0282303 0.0247129 0.0118889 -0.0348293 -0.0270722 -0.0146376 0.0134663
200 -0.00796897 0.00194607 0.0200943 0.00757598 0.0130228 0.0254769 0.012538
208 0.0182599 -0.00875922 0.0209464 -0.00254383 -0.0432646 0.0421382 0.0339899
21 0.00565525 -0.00869428 0.016295 -0.0180758 0.0187333 0.0172643 -0.0141888
216 -0.0294646 0.0388312 0.00978487 -0.0239978 0.0527439 0.0243635 -0.0322919
217 0.0124502 0.0232623 -0.0308123 -0.00789724 -0.0153465 0.00692422 0.0338785
22 -0.00967374 0.00342032 -0.0255151 0.00290837 0.00994946 -8.10814e-4 0.00260678
221 0.0073796 0.013029 -0.0134185 0.0207016 0.01879 -0.0294829 0.0196992
25 -0.0146839 0.0197198 7.02997e-4 -0.031992 0.0247045 -0.00375024 -0.00271892
29 -0.0243847 -0.0175529 -0.00633214 -0.0247772 -0.00380302 0.0045327 0.0205905
293 0.00262497 0.0057405 -0.0357159 0.00163945 0.00620451 0.00896903 0.00596946
2959 -0.0138103 -0.0143735 -0.00209262 -0.0216504 -0.0215218 0.00694374 -0.00424137
2960 -0.0485294 0.00543644 -0.0158003 -0.00126395 -0.05573 0.00152365 0.023330300000000002
2962 0.0138057 -0.00177964 0.0177205 0.0166087 -0.0252819 -0.018354 -0.00160051
2963 0.0162175 0.0157434 0.0369378 0.00257684 -0.00740888 -0.0140894 -0.0451259
2964 -0.0226135 -0.0238345 0.0192545 -0.0192505 -0.0081377 0.0212345 -0.00390238
2965 -0.0381832 -0.00348026 0.00626093 0.00440329 -0.0137695 0.0615432 -0.0247141
2966 -0.0543435 -0.012623 -0.0184366 -0.0108355 0.0155328 0.00418796 0.00600524
2967 -0.017434 0.0133623 0.0270146 -0.0156558 0.0311667 1.19167e-5 -0.0265659
2968 -0.0374398 0.00400021 0.0185491 0.0413725 -0.0138303 0.0124734 0.00639368
2969 -0.0103322 -0.0144351 0.00239011 0.00271874 0.010169 -0.0137887 0.0133089
297 0.023328 0.00745909 -0.0168775 -0.0257876 0.022754 0.0527762 0.00308146
2970 -0.00774897 -0.0164496 -0.0140104 -0.0160538 -0.00225059 0.0206555 0.0313435
2971 0.0222394 -0.0274554 -0.0160174 0.050436 0.0114717 -0.02691 -0.00159601
2972 0.0032352 0.0123796 0.0100748 0.0250228 -0.0407908 0.0529524 -0.0389155
2973 0.0386599 0.0314253 -0.0292009 -0.0268198 -0.015459 0.00619628 0.0499111
2974 -0.0138724 0.0193295 -0.0331295 0.0421798 -0.00417305 -0.0069959 -0.0170009
2975 0.00558298 0.0163628 -0.00111698 -0.053204 0.0395703 0.0287478 0.0447314
2976 0.0132963 0.0209938 -0.0064479 -0.0112978 -0.0291344 -0.0193633 -0.0243985
2977 0.017878 -0.0221938 -0.0226743 0.039135 4.58661e-5 -0.00849322 -0.0151874
2978 -0.0206705 -0.0290516 0.00400338 0.00467858 0.0249173 0.0224325 -0.0145507
2979 0.0278623 0.0315274 0.00993545 0.00665102 -0.0204264 0.0100397 0.0203597
298 0.0172342 -0.00959571 -0.00340195 0.00490658 0.0154817 -4.47242e-4 0.00642965
2980 0.0108733 0.0230378 0.0424324 0.00280621 0.00153268 -0.0274843 0.00776809
2981 -0.0310118 0.0112996 0.0182184 -0.016039 -0.0212527 -0.0266297 -6.5019e-4
2982 9.03633e-4 -0.0400946 0.0129449 -0.0216861 1.94545e-4 0.0186881 -0.00659371
2983 0.0315058 0.0221665 0.0418664 0.0436352 -0.0210356 -0.0182675 -0.0163128
2984 0.0106986 0.0067656 -0.00517768 -0.0245127 -0.00513859 -0.0115683 0.0323221
2985 -0.0292222 -0.0222199 0.0116453 -0.0293299 0.00965102 -0.0309249 0.0275709
2986 -0.0076124 -0.00852194 -0.00215641 -0.0104456 0.0265326 -0.00792053 0.00648473
2987 -0.0360468 0.0339981 -0.00872378 -0.0501004 -0.0106422 0.0131418 -0.00951206
2988 -0.00392839 0.00700706 -0.0233156 -0.030051 0.0158059 -0.0423168 -9.7771e-5
2989 -0.00962878 0.00159848 -0.0430016 -0.0484405 0.0245603 -0.0186819 -0.0145789
2990 -0.00668625 -0.00650214 -0.0164901 6.01611e-4 0.0209807 -0.0188818 -0.0715425
2991 -0.00988038 -0.0142145 0.0384168 -0.0106208 0.00606564 0.0155638 -0.0132015
3000 0.00448293 0.0254379 0.0116583 -0.0114938 0.00281886 -0.0193485 -0.0417498
3001 0.0133569 -0.0129517 0.0235865 -0.00336722 0.0281311 0.0323934 -0.00229564
3002 -0.0108949 0.0514017 0.0327934 8.24461e-4 0.0569752 0.0335667 -0.0426957
3003 0.0227008 -0.0577528 0.0252541 -0.00971736 -0.00205296 0.038628 -0.0221722
3004 -0.0147541 0.00572137 0.00716284 0.0415707 0.0219885 -0.00314823 -0.0388676
3005 -0.0176322 9.70441e-4 5.80371e-4 -0.00696934 -0.0157005 -0.0281809 0.0242405
3006 0.0133741 -0.0250378 -0.00756366 -0.00946961 -0.00632749 0.0157885 0.00266106
3008 -0.0546733 0.00894925 -0.0166623 -0.0118409 -4.89091e-4 -0.0199256 0.0210238
3009 0.0209991 0.00172276 -0.0472014 0.0260808 0.0118679 0.00270246 0.0392742
3010 -0.0215239 0.0295051 0.00909664 -0.0227414 -0.0310397 -0.0169074 0.0134208
3011 0.0255632 -0.0376542 -0.0358428 0.0133529 0.00537279 0.024193 -0.0085884
3012 0.0264066 -0.0589007 0.0544553 0.00383773 -0.0267091 0.0187135 -0.0031087
3013 0.0148295 -0.00243833 -0.00806753 -0.0418297 -0.0113267 0.00223451 0.00132554
3014 -0.0397222 0.00979831 0.0140832 0.00825238 0.0065634 0.0284497 0.0513776
3015 -0.00728451 -0.0312603 -0.0235875 -0.0235516 0.0221065 0.00567459 -0.0128272
3016 0.0345508 0.0243435 -0.0126149 -0.00917758 -0.031761 6.41025e-4 0.00749397
3017 -0.0196217 -0.00425362 -0.0127789 -0.0199842 0.00387182 -0.010216 -0.0076398
3018 -0.0159295 -0.019777 -0.0126498 -0.016935 0.0181431 -0.01372 0.00238415
3019 0.00403266 -0.00966996 -0.015838 0.00487126 0.00225597 0.0117438 -0.0729431
3021 -0.00560254 -0.00890785 -0.0251132 0.0165103 0.0237142 0.034901 0.00327213
3022 0.0323289 0.025426 0.0239687 -0.00745166 -0.0481585 0.0286932 -0.0287616
3024 0.0383077 -5.85132e-4 0.0103809 -0.0250489 -0.0406552 0.00161758 0.0194083
308 -0.0395525 0.0202489 -0.044365 -0.0533056 -0.0375396 0.00229271 -0.00315562
3085 0.00973294 -0.0148102 0.034075 -0.00298452 -0.0212711 0.0138194 0.00251092
3086 -0.0305215 -0.0209326 0.0260854 -6.9967e-5 0.0052333 0.00497774 0.0267224
3087 -0.015419 -2.24653e-4 0.00829506 7.74473e-4 0.0226747 0.0190903 -0.00199481
3088 0.0219455 0.0190361 -0.0321634 5.26829e-4 -0.0222292 -0.0111083 -7.0566e-4
3089 0.0172429 0.021376 0.049943 0.0330062 0.00225554 -0.00287413 -0.00229698
3090 0.0231001 -0.00493551 8.73247e-5 0.0157168 -0.0196766 -0.032077 0.0260037
3091 0.00229147 0.0261831 -0.0339 -0.0493458 -0.0353553 -0.0229077 0.0181101
3092 -0.0100598 -0.0305187 0.00918518 0.00208176 0.0339847 0.0266531 -0.0125303
3093 0.0242224 -0.0584435 0.0259982 -0.0119646 -0.00159632 -0.00837633 0.00548879
3094 -0.0186077 0.0448289 0.0318242 0.0289655 -0.0103859 -0.0521602 0.00515953
3095 0.0335787 0.0213692 0.00876103 0.00408017 -0.0455959 0.0221581 -0.0199825
331 0.0232928 0.0293445 0.0110258 -0.0227544 0.0179492 -0.0427296 -0.0395347
335 -0.0176531 -0.0206422 0.0209575 -0.0156262 -0.00815195 -0.0453666 -0.0256802
3444 -0.0359887 -0.0173248 0.00666071 -0.0143476 0.0117271 -0.016698 -0.00279574
3445 -0.0435475 0.00277194 0.018827 -0.00134704 -0.0154954 -0.0383386 0.00890402
3446 -0.0114876 -0.0315084 0.0042072 -0.0152454 -0.00531086 0.0175361 -0.0132009
3447 -0.0237518 0.0107092 0.0530941 -0.00450013 -0.0143566 0.0230824 0.00621236
3448 -0.00574979 0.00940584 -0.0200769 -0.0536257 -6.37723e-4 -0.0394478 0.0148457
3449 0.0266849 -0.00530176 -0.0193269 -0.0262975 0.0219488 -0.00723313 -0.00337527
3450 6.6996e-4 0.0244879 0.014269 -0.0232907 0.0292934 0.0315588 0.0242077
3451 -0.0328817 0.0390849 -0.00698697 -0.00731532 0.00828523 0.0364369 -0.0099952
3453 -0.0228733 -0.00165746 0.0281891 -0.0349866 5.67636e-4 0.0108303 0.0214156
3454 0.00479499 -0.0468586 -2.16919e-4 0.0237698 0.00649221 0.0263937 -0.0293079
3455 -0.0204617 2.77868e-4 -0.00624591 -0.00702018 -0.00855592 -0.0146632 -0.00191733
3456 0.0121927 -0.0374602 0.0110393 0.0012471 0.00332788 -0.004668 0.0237691
3457 0.0467247 0.00553509 -0.0117225 0.0296927 0.045428 0.0219035 0.0323656
3458 0.0231954 0.0218445 -0.00713249 0.00488237 0.0224753 0.00730108 0.0372973
3459 0.0108543 -0.00697586 0.00467687 0.00176559 -0.0134933 0.0335137 -0.00990325
3460 -0.00119564 -0.00851462 0.00295398 -0.0351562 0.00490274 0.0216089 -0.00607638
3461 0.0490715 0.00683204 0.00986577 0.0216006 -0.0201877 -0.0124441 -0.00210328
3462 0.0483946 0.00606227 -0.00394212 0.016526 -0.00962444 -0.0128088 -0.00547454
3463 -0.00848785 -0.00442095 0.0119618 -0.0211459 -0.012588 -0.0294121 -0.00525814
3464 0.00690353 -0.00355371 -0.00903336 -0.016484 0.0134425 -0.0282602 0.0100719
3486 -0.00142025 -0.0246435 -0.031791 0.0199116 0.0229573 -0.0268807 0.00912986
3487 -0.00121746 0.0211955 -0.0455664 0.0369172 -0.0423464 0.00990664 -0.0396078
3488 -0.00577514 0.0310072 -0.0506679 0.0239961 -0.0198802 0.00191733 0.0119193
3489 -0.0147038 0.00457494 0.0286347 0.00299617 -0.0074793 0.00391136 -0.0064289
3490 -0.0254499 0.0105381 0.0529755 -0.0111515 0.0122932 0.025113 0.00606531
3491 -0.0445879 -0.034391 -0.0256748 0.00166596 -0.00478322 -0.028881 0.0112724
3492 0.0102324 0.0160673 -0.0174665 -0.0577694 0.0556314 0.00388559 0.0348011
3497 0.0202466 -0.00954546 -0.0358041 0.0615802 0.0266161 -0.00568844 0.047572
3498 -0.037865 0.0240308 0.0116058 -0.0123911 0.0172514 -0.0376498 0.00372653
3499 0.0171458 0.0283794 -0.0213515 0.00913841 -0.0285538 -0.0372013 -0.0092657
3500 -0.0324188 0.0147854 -0.0246519 -0.0173709 -0.01343 -0.00326015 -0.00760286
3501 -0.0240766 -0.0110744 -0.0402713 -0.0195685 -0.027462 0.0201674 0.0299222
3502 -0.00821569 -0.0231322 -0.0409393 0.0382885 -0.0224382 0.024207 0.0166278
3504 -0.0100448 0.0204416 -0.0198697 -0.0220381 0.00534577 -0.0399757 -0.00654245
3505 -0.011882 -0.0384395 -0.023373 0.00639659 -0.00689583 -0.0341844 0.018072
3506 -0.00333017 -0.0192217 0.0117873 -0.0369352 -0.0427768 0.0394455 0.00828014
3507 0.0128434 0.0092792 7.4021e-4 -0.00131086 -0.048374 0.0175177 -0.0271841
3508 0.0298656 0.0177989 -0.0166372 -0.0518331 0.00543254 -0.0266469 -0.0100336
3509 0.0315267 0.0301065 -0.0146841 -0.00273136 0.00535458 -0.0166221 0.0139421
3510 -0.00449293 -0.0201578 -0.00897802 -0.0197723 -2.7878e-4 -0.00683498 -0.0193413
3511 -0.00856398 -0.0065482 0.0201437 0.0232786 0.0300948 -0.0257959 -0.00663397
3512 -0.0104906 0.00604383 -0.00537792 0.0436449 -0.00906228 0.0188248 -0.0547941
3513 0.00666874 -0.00810129 -0.00816244 0.0066149 0.00768992 0.0190986 -0.0545287
3514 0.0319945 0.0327607 -0.0141571 0.00886019 -0.016597399999999998 -0.0235851 0.0467034
3515 -0.0494652 0.00674903 0.0118941 -0.0265369 -0.0203125 0.00749125 -0.00128207
3516 0.032655000000000003 0.00826072 -0.00767025 -0.0200136 0.00560341 0.0237992 0.0269038
3517 -0.024061 -0.0283909 -0.0225293 0.00545065 -0.0383112 0.0130633 -0.02345
3518 -0.0196191 0.00890926 0.0314455 -0.0127264 0.0126931 0.0216882 0.0266924
3519 -0.0210213 0.002589 0.0267813 -0.0124292 0.0125954 0.0209989 3.86174e-4
3520 0.0109746 0.0383464 -0.010355 0.0222497 -0.0360699 0.0208481 0.0118453
3521 -0.0249477 -0.018209 -0.010582 -0.00688164 0.010284 0.0107218 0.0156686
3565 -0.00337105 0.0322235 -0.00784881 0.00120187 0.0298548 -0.00879021 -0.0427356
3566 -0.0172797 -0.0090719 4.41568e-4 0.0053376 -5.84501e-4 0.0282074 8.09322e-4
3567 0.0144388 0.0357913 0.0345329 0.00765195 0.0257499 -0.0227812 0.0337294
3568 -0.0017663 0.0505956 0.0208262 -0.00349467 0.0579539 -0.00814421 -0.0490202
3569 0.00145242 -0.0265509 0.0430663 -0.00414098 -0.0134993 0.00816018 -0.00427809
3570 -0.0262277 -0.00846455 -0.0363615 -0.00395465 0.00540364 0.00420067 0.00268353
3571 0.0389021 0.0413742 0.00987579 -0.0107244 -0.0139763 0.0245168 0.0475191
3572 0.0126313 0.0205983 0.029376 -0.0289848 0.0493356 0.0405231 0.0263597
3573 0.0368837 0.0410324 0.00816503 -0.0198799 0.0107114 0.00286571 0.0141503
3574 0.016252 0.0284041 0.0023741 0.00672581 0.00502721 -0.0372524 -0.00478901
3575 -5.83233e-4 -0.0376181 0.00105585 0.0178058 -0.0138044 -0.0159135 -0.0023174100000000002
3576 -0.0108061 0.0052689 0.0295357 -0.0119418 -0.0284972 -0.0123665 0.00127203
3577 0.0308655 0.0298973 -0.0221842 -0.00184931 -0.0342064 0.00798615 -0.0970295
3578 0.0278679 -0.023754 0.0410206 -2.4381e-4 -0.00596058 -0.0269318 0.00788049
3579 -0.00876196 -0.0122213 -0.0363633 -0.00492857 0.00500669 0.00437151 0.00809528
3580 -0.0123838 -0.0177061 -0.00741534 -0.020869 0.00908714 -0.00269831 0.0204916
3581 -0.0463351 0.0439272 0.0220479 0.0520704 0.0101834 0.00362075 -0.0151007
3590 -0.00171072 -0.00258569 -0.00308887 0.00330839 -0.0174444 -0.0189107 -0.0437512
3591 -0.00224595 -0.00865065 -0.0266976 -0.0332065 0.0456353 -0.0201077 0.0227944
3592 0.0320426 0.0181808 0.0235551 0.011929 -0.00718334 -0.012374 -0.00771461
3593 0.036296 -0.00289376 -0.0332043 -0.0455101 -0.0348143 0.0259031 -0.0162245
3594 -0.00530384 0.00295167 0.00475783 -0.00582161 0.0154764 -0.0123552 0.0367777
3595 0.0377645 0.0222695 -0.0253217 -0.0422708 -0.0392043 0.0273158 -0.0131727
3596 0.0370978 -0.0196226 -0.0376773 -0.00871659 -0.0549177 0.0143704 -0.0239202
3597 0.0132135 0.0205579 0.0255578 0.0152114 0.0109637 -0.0242944 -0.002472
3598 0.0211974 -0.0220909 -0.00700015 -0.0551418 0.0151296 -0.00347486 -0.0400638
3599 0.0047422 0.00541311 -0.00574902 0.0153572 -0.00232451 -0.00751046 0.00223768
3600 0.0258212 0.0201578 0.0206794 -0.0317714 0.00672918 -0.0174205 -0.0469054
3601 -0.00921809 0.0153295 0.0117084 0.030917 -0.0374667 0.0179388 0.0149022
3602 -0.0183267 -0.00373817 0.00517423 0.01826 0.0347092 0.0108783 -0.0321486
3603 -0.0339041 9.79929e-5 -0.0186331 -7.87449e-4 -0.0393899 0.0287704 0.0204794
3604 -0.00619133 -0.00890646 -0.00441018 -0.0219262 -0.00789475 0.0203297 -0.00127177
3605 0.0234847 -0.0429641 0.00592164 -0.00562928 -0.0136501 0.0489061 -0.0260805
3606 0.0148522 -0.0240508 -0.00826588 0.00425245 0.0247853 0.0212066 -0.00262992
3607 -0.0269403 0.00347229 -0.0220587 -0.030269 -0.0324553 -0.00305931 0.0195249
3608 0.017233 -0.017481 -0.0463953 0.0583442 0.0169456 -0.0197813 0.0250579
3611 0.0373732 0.0107397 -0.0274086 -0.00432836 5.40544e-4 -0.0282768 0.0190288
3612 0.0110201 -0.00265688 -0.00334608 0.0121066 0.0215327 -0.00853348 0.0197243
3613 0.0444771 0.0139403 -0.0151208 -0.0168337 0.0189583 -0.0246308 0.0340722
3614 0.0410707 0.0323466 0.0464772 0.0149191 0.0130461 -0.00251408 0.0599667
3615 -2.47975e-4 0.0152777 0.0209312 0.0290992 0.0150124 -0.00187862 -0.0198014
3616 0.0221598 -0.0188098 0.0251963 -0.0211949 -0.0445213 0.00649672 -0.00685264
3617 -0.00629835 -0.0203799 0.00518332 -0.00146648 0.0203302 0.00784517 -0.0156734
3618 -0.0360167 -0.00858986 0.0115592 -0.0341352 -0.028563 0.021048999999999998 0.00832303
3619 0.0269156 0.0259523 -0.00678519 -0.00698043 -0.00370635 0.00922237 0.03906
3641 -0.0287694 0.0117444 0.00326368 -0.00537075 -0.0250745 -0.00862335 -0.00924469
3642 -0.0178447 -0.0115152 0.00711071 -0.0111569 -0.00136491 -0.0256625 0.00156211
3643 -0.00475927 -0.0356549 0.0105579 -0.0104881 -0.0332099 -0.00908629 0.00650321
3644 0.0107972 -0.0145843 -0.022069 -0.0154118 -0.015763 -0.00401727 0.00270208
3645 0.0207856 0.0140475 -0.015396 0.00919542 0.0178603 -0.0102793 0.0153816
3646 0.00849397 -0.0285204 0.0123262 -0.0230128 -0.00939215 0.00870553 5.25483e-4
3647 0.0126076 -0.0104351 -0.0202389 -0.0482303 0.0154082 0.0104759 0.0274517
3648 0.0131612 -0.0392648 0.00714043 0.0209764 0.0053932 0.0137005 0.0073711
3649 0.00521428 0.01053 -4.81129e-5 0.0068198 -0.00328264 -0.0194331 0.0265504
3650 0.0105313 0.016986 -0.0044805 -0.0218999 0.00231078 0.00322166 -0.0130205
3651 -0.0122433 0.0211287 -0.00761758 0.00904817 0.01198 -0.010217 -0.00844216
3652 -0.0212582 0.0383844 -0.0401183 0.00365238 -0.0246423 0.0183726 0.00458149
3653 -0.00753341 0.0449601 0.0211618 0.0270839 0.0054123 -0.0505481 0.0210932
3688 0.0190549 -0.0152426 0.015032 -0.0191398 -0.0446954 -0.037599 0.0239362
3689 -0.0136902 -0.032729 -0.0274237 -0.0364563 6.91491e-4 -0.0415 0.00149258
3690 0.00409111 0.0173598 0.00135094 -0.00305752 0.00579103 0.00162777 -0.0146212
3691 -0.00366864 0.0284962 -0.0302402 0.0367161 -0.0301095 -0.00114535 -0.0288703
3692 0.033171 0.0218845 0.0541089 0.00949733 -0.0174076 -0.0173745 -0.0153701
3694 0.0105524 -0.0344701 0.00307147 0.0521825 0.0408044 0.00720684 -0.0201261
3695 -0.0323696 0.00470541 -0.0450967 -0.011186 -0.0290613 0.00897137 0.0250781
3696 -0.00806229 -0.0182938 -0.0395371 0.0146461 -0.0197281 -0.0295645 -0.0111437
3697 0.0053838 -0.0019203 0.0334264 0.0216872 0.00185674 0.00253856 -0.0206258
3698 0.0138427 -0.0128749 -0.03529 -0.0357041 6.5353e-4 0.0433092 -0.00946717
3699 -0.0293702 0.00654039 -0.024447 0.0496182 -0.0223449 -0.00631299 0.00477862
3700 -0.0127565 0.0149376 -0.024683 0.0140982 0.00492123 -0.0127645 -0.00583296
3701 0.0155464 -0.0108112 0.00179031 0.0508861 -0.012292 0.0158942 -0.0613787
3702 0.0202253 -0.0107048 -0.0552333 0.0355811 -0.0483546 0.0157882 -0.0210851
3863 0.00977405 -0.0413884 0.0226887 0.0314673 -0.0155196 -0.0488287 0.00532512
3946 0.0285699 -0.0119991 0.0277016 -0.0165712 -0.0143329 -0.0096812 -0.0117318
3964 0.0316221 -0.0250365 -0.00681017 0.0101618 0.0372021 -0.0447112 0.00356884
3976 -0.0170846 0.0163419 -0.036401 -0.0499783 -0.0174639 5.22267e-4 0.00634751
4086 0.0285866 0.0053832 -0.0185569 -0.0207028 -0.0454228 0.00303933 0.00885469
42 -0.0074366 0.0161004 -0.03386 -0.0325725 -0.022795 -0.0123106 -0.0222186
4262 -0.00124038 0.0204526 0.00536747 0.0320023 -0.00281821 -0.0217644 -0.0366554
430 -0.00384566 0.0254147 -0.00341529 -0.0304807 0.0516155 0.0319297 -0.0256966
436 -0.00608821 -0.0351564 0.00309109 -0.0234478 0.0203534 -0.0470574 -0.0197685
439 -0.0193362 5.39996e-4 -0.0202559 -0.0290224 0.00588949 -0.0267438 -0.00345866
44 -0.0213743 0.0212639 0.0256508 -0.00586704 -0.0127938 -0.00942104 4.60695e-4
440 0.020017 0.00598791 -0.0134454 -0.0109329 -0.0115946 0.00876976 -0.0103384
441 -0.00624304 0.00401143 1.23658e-4 0.0203645 -0.00547216 -0.0609992 -0.0313394
442 0.00150474 0.00761646 -7.569e-4 -0.0086453 -0.0216873 0.0143551 0.0239741
443 -0.032874 0.0139908 -0.0059279 0.02306 -0.00748972 -0.00119818 -0.00498453
444 5.17827e-4 0.0283356 0.0108019 -0.0356676 0.0220037 0.0308078 0.0248961
446 0.0443857 0.0342524 0.00558572 -0.0176018 -0.00371811 2.81155e-4 0.0476361
447 0.0443656 -0.0065155 0.0105941 0.00468798 0.0153657 0.011594 0.00169458
448 0.0117273 0.0219516 -0.0150659 -0.0439783 -0.00170874 -0.0213186 0.00478602
449 -0.0265482 -0.0353407 -0.0227158 0.0182251 -0.0497309 0.0111485 -0.00372966
450 0.00924286 -0.00729078 0.050193 -0.0300435 0.0292122 0.00354062 0.0113518
451 0.0323567 -6.37612e-4 -0.00747563 0.0128348 0.0053741 -0.0137524 0.0250294
452 -0.013877 0.00177898 0.00467912 -0.0153905 0.0472696 0.0305255 -0.0131417
453 0.0032039 0.0184211 -0.0093453 0.00493492 0.0812107 0.0219093 -0.0282041
454 -0.0142965 0.0148488 0.0018329 0.00855564 -0.00743478 0.0234831 -0.00351545
455 0.00102469 0.0300768 0.003558 1.814e-4 -0.0141878 0.0115904 -0.012538
456 -0.0417542 0.00595301 -0.00584649 0.0349424 -0.0044694 -0.00120813 -0.0026068
457 -0.015122 -0.00126917 0.00355701 0.0230206 0.0258099 -0.0162062 -0.0094438
458 -0.00601019 -0.0123861 0.0495985 -0.00732793 -0.0253467 0.0318893 0.0159983
459 -0.0319745 -0.0128448 0.0153323 0.0149801 -0.0220915 -0.00650569 0.011094
460 -0.0138033 0.0264327 0.0113931 -0.020603 -0.0310066 -0.0278819 -0.0164576
461 0.00147804 0.00891142 -0.0288923 0.0272397 0.0231625 -0.0278436 -0.0111826
462 -0.0285243 0.00271642 -0.0180199 -0.00464596 -0.02795 0.0149371 -0.0264843
464 0.00309047 0.0404138 0.0196394 -0.00965506 0.037106 0.0321221 -0.00883653
465 -0.0149428 0.0155175 0.00236212 -0.0426208 0.00358322 0.0085281 0.0218896
466 0.0139107 -0.0226143 -0.0231017 0.0138031 0.0551088 0.00600727 0.00414563
467 -0.0153781 -0.0150999 0.00909651 0.033443 -0.0110816 0.0463197 0.0122719
468 -0.0227642 -0.0206281 -0.00389468 0.0475073 -0.0222608 0.0388398 8.65253e-4
470 -0.0232097 -0.0139068 -0.021853 -9.45128e-4 0.00599255 -0.00643919 0.00279342
471 0.00881067 0.00279108 -0.0336496 -0.0265081 0.0170307 -0.0225356 0.00354172
472 0.0252705 0.0107255 -0.0135016 -0.0217467 0.0136911 -0.0232648 0.00329721
473 -0.00577569 0.0334192 0.0144066 -0.0153653 0.00906923 0.0115627 -0.0216587
474 -0.00793668 -0.00602276 0.0245649 0.00519145 -0.015251 0.00585896 -0.0338859
475 -0.00963163 0.0143983 0.0126413 -0.0056453 -0.0422752 0.0315682 -0.0116239
476 0.0567475 0.0346204 0.0273649 0.0137515 -0.0452393 -0.00369925 0.0260431
477 0.0417717 0.0091857 0.0323618 -0.0065561 -0.0326852 -0.0138326 -0.0012196
479 0.00856214 -0.00380868 0.0127991 -0.0175011 0.00156312 -0.0192736 0.0209539
